,"ABM Campaign Planner - organized at job-title level. EVERY distinct title mentioned in Economic Buyer, Champion, or Influencer/User gets its own cluster/campaign, even if it appears only once - a use case can belong to more than one title's cluster. Each cluster's whole email sequence launches as ONE campaign per region on its scheduled day, and only for regions the source data actually names for that use case (see Target Geography column) - before Rakesh's US Master Calendar resumes.",,,,,,,,,,,,,,,,
Campaign Status,Date,Day,Owner,Region,Target Geography (this send),Persona (Job Title),Priority,Stream,Product(s),Sequence Length,Use Cases Covered (Buyer / Champion / Influencer-User),Campaign Name,Audience / Target List,Status,Date Live,Date Done,Notes
,20-Aug-2026,Thu,ABM Team,Global,Europe,Head of Wellbeing (Empuls),P1,ICP Persona Sequence,Empuls,3 emails,"1. Employee Well-being - Buyer: CHRO / Head of Total Rewards | Champion: Head of Wellbeing / Benefits Head | Influencer/User: Benefits manager, comp & benefits team
2. Fitness challenges / stepathons - Buyer: CHRO / Head of Wellbeing | Champion: Engagement / Experience head | Influencer/User: HRBP, HR manager",P1_ABM_ICPSEQ-HEAD-OF-WELLBEING-EM_GLOBAL_EMAIL-LI_abmteam_20AUG26,Head of Wellbeing (Empuls) buyer segment (2 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'Head of Wellbeing' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 2 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,21-Aug-2026,Fri,ABM Team,US,USA,Procurement head (Empuls),P1,ICP Persona Sequence,Empuls,3 emails,"1. Service milestone & anniversary rewards - Buyer: CHRO / Head of Total Rewards | Champion: HR Ops lead | Influencer/User: Procurement head, HR admin / manager
2. Employee gifting (onboarding, festivals, birthdays) - Buyer: Head of Total Rewards / HR Ops | Champion: HR Ops / HR manager | Influencer/User: Procurement head, HR admin",P1_ABM_ICPSEQ-PROCUREMENT-HEAD-EMP_US_EMAIL-LI_abmteam_21AUG26,Procurement head (Empuls) buyer segment (2 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'Procurement head' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 2 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,21-Aug-2026,Fri,ABM Team,ROW,"India, Middle East",Procurement head (Empuls),P1,ICP Persona Sequence,Empuls,3 emails,"1. Service milestone & anniversary rewards - Buyer: CHRO / Head of Total Rewards | Champion: HR Ops lead | Influencer/User: Procurement head, HR admin / manager
2. Employee gifting (onboarding, festivals, birthdays) - Buyer: Head of Total Rewards / HR Ops | Champion: HR Ops / HR manager | Influencer/User: Procurement head, HR admin",P1_ABM_ICPSEQ-PROCUREMENT-HEAD-EMP_ROW_EMAIL-LI_abmteam_21AUG26,Procurement head (Empuls) buyer segment (2 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'Procurement head' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 2 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,21-Aug-2026,Fri,ABM Team,Global,Europe,Procurement head (Empuls),P1,ICP Persona Sequence,Empuls,1 emails,"1. Service milestone & anniversary rewards - Buyer: CHRO / Head of Total Rewards | Champion: HR Ops lead | Influencer/User: Procurement head, HR admin / manager",P1_ABM_ICPSEQ-PROCUREMENT-HEAD-EMP_GLOBAL_EMAIL-LI_abmteam_21AUG26,Procurement head (Empuls) buyer segment (1 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'Procurement head' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (1 of 2 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,24-Aug-2026,Mon,ABM Team,US,USA,VP HR (Empuls),P1,ICP Persona Sequence,Empuls,3 emails,"1. Employee Recognition - Buyer: CHRO / CPO | Champion: VP HR / Head of Total Rewards | Influencer/User: HRBP, Comp & Benefits manager, people managers
2. Total Rewards Strategy - Buyer: CHRO / CPO | Champion: Head of Total Rewards / Comp & Benefits | Influencer/User: VP HR, HR Head",P1_ABM_ICPSEQ-VP-HR-EMPULS_US_EMAIL-LI_abmteam_24AUG26,VP HR (Empuls) buyer segment (2 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'VP HR' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 2 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,24-Aug-2026,Mon,ABM Team,ROW,"India, Middle East",VP HR (Empuls),P1,ICP Persona Sequence,Empuls,3 emails,"1. Employee Recognition - Buyer: CHRO / CPO | Champion: VP HR / Head of Total Rewards | Influencer/User: HRBP, Comp & Benefits manager, people managers
2. Total Rewards Strategy - Buyer: CHRO / CPO | Champion: Head of Total Rewards / Comp & Benefits | Influencer/User: VP HR, HR Head",P1_ABM_ICPSEQ-VP-HR-EMPULS_ROW_EMAIL-LI_abmteam_24AUG26,VP HR (Empuls) buyer segment (2 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'VP HR' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 2 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,24-Aug-2026,Mon,ABM Team,Global,Europe,VP HR (Empuls),P1,ICP Persona Sequence,Empuls,3 emails,"1. Employee Recognition - Buyer: CHRO / CPO | Champion: VP HR / Head of Total Rewards | Influencer/User: HRBP, Comp & Benefits manager, people managers
2. Total Rewards Strategy - Buyer: CHRO / CPO | Champion: Head of Total Rewards / Comp & Benefits | Influencer/User: VP HR, HR Head",P1_ABM_ICPSEQ-VP-HR-EMPULS_GLOBAL_EMAIL-LI_abmteam_24AUG26,VP HR (Empuls) buyer segment (2 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'VP HR' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 2 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,25-Aug-2026,Tue,ABM Team,US,USA,VP Sales (Empuls),P1,ICP Persona Sequence,Empuls,1 emails,"1. Gamification, incentives, commissions, icm, spm - Buyer: CFO / CRO | Champion: Head of RevOps / Sales Ops | Influencer/User: ICM manager, Finance, VP Sales",P1_ABM_ICPSEQ-VP-SALES-EMPULS_US_EMAIL-LI_abmteam_25AUG26,VP Sales (Empuls) buyer segment (1 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'VP Sales' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (1 of 2 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,25-Aug-2026,Tue,ABM Team,ROW,"India, Middle East",VP Sales (Empuls),P1,ICP Persona Sequence,Empuls,1 emails,"1. Gamification, incentives, commissions, icm, spm - Buyer: CFO / CRO | Champion: Head of RevOps / Sales Ops | Influencer/User: ICM manager, Finance, VP Sales",P1_ABM_ICPSEQ-VP-SALES-EMPULS_ROW_EMAIL-LI_abmteam_25AUG26,VP Sales (Empuls) buyer segment (1 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'VP Sales' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (1 of 2 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,26-Aug-2026,Wed,ABM Team,US,USA,COO (Empuls),P1,ICP Persona Sequence,Empuls,1 emails,"1. Frontline / deskless workforce - Buyer: COO / Operations Head (CHRO co-sign) | Champion: VP People / People Ops | Influencer/User: HR Director, engagement lead, site/field managers",P1_ABM_ICPSEQ-COO-EMPULS_US_EMAIL-LI_abmteam_26AUG26,COO (Empuls) buyer segment (1 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'COO' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,26-Aug-2026,Wed,ABM Team,ROW,"India, Middle East, SEA, Africa",COO (Empuls),P1,ICP Persona Sequence,Empuls,1 emails,"1. Frontline / deskless workforce - Buyer: COO / Operations Head (CHRO co-sign) | Champion: VP People / People Ops | Influencer/User: HR Director, engagement lead, site/field managers",P1_ABM_ICPSEQ-COO-EMPULS_ROW_EMAIL-LI_abmteam_26AUG26,COO (Empuls) buyer segment (1 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'COO' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,26-Aug-2026,Wed,ABM Team,Global,Europe + rest of world,COO (Empuls),P1,ICP Persona Sequence,Empuls,1 emails,"1. Frontline / deskless workforce - Buyer: COO / Operations Head (CHRO co-sign) | Champion: VP People / People Ops | Influencer/User: HR Director, engagement lead, site/field managers",P1_ABM_ICPSEQ-COO-EMPULS_GLOBAL_EMAIL-LI_abmteam_26AUG26,COO (Empuls) buyer segment (1 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'COO' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,27-Aug-2026,Thu,ABM Team,US,USA,CRO (Empuls),P1,ICP Persona Sequence,Empuls,1 emails,"1. Gamification, incentives, commissions, icm, spm - Buyer: CFO / CRO | Champion: Head of RevOps / Sales Ops | Influencer/User: ICM manager, Finance, VP Sales",P1_ABM_ICPSEQ-CRO-EMPULS_US_EMAIL-LI_abmteam_27AUG26,CRO (Empuls) buyer segment (1 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'CRO' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,27-Aug-2026,Thu,ABM Team,ROW,"India, Middle East",CRO (Empuls),P1,ICP Persona Sequence,Empuls,1 emails,"1. Gamification, incentives, commissions, icm, spm - Buyer: CFO / CRO | Champion: Head of RevOps / Sales Ops | Influencer/User: ICM manager, Finance, VP Sales",P1_ABM_ICPSEQ-CRO-EMPULS_ROW_EMAIL-LI_abmteam_27AUG26,CRO (Empuls) buyer segment (1 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'CRO' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,28-Aug-2026,Fri,ABM Team,US,USA,Comp & Benefits manager (Empuls),P1,ICP Persona Sequence,Empuls,1 emails,"1. Employee Recognition - Buyer: CHRO / CPO | Champion: VP HR / Head of Total Rewards | Influencer/User: HRBP, Comp & Benefits manager, people managers",P1_ABM_ICPSEQ-COMP-BENEFITS-MANAGE_US_EMAIL-LI_abmteam_28AUG26,Comp & Benefits manager (Empuls) buyer segment (1 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'Comp & Benefits manager' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,28-Aug-2026,Fri,ABM Team,ROW,"India, Middle East",Comp & Benefits manager (Empuls),P1,ICP Persona Sequence,Empuls,1 emails,"1. Employee Recognition - Buyer: CHRO / CPO | Champion: VP HR / Head of Total Rewards | Influencer/User: HRBP, Comp & Benefits manager, people managers",P1_ABM_ICPSEQ-COMP-BENEFITS-MANAGE_ROW_EMAIL-LI_abmteam_28AUG26,Comp & Benefits manager (Empuls) buyer segment (1 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'Comp & Benefits manager' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,28-Aug-2026,Fri,ABM Team,Global,Europe,Comp & Benefits manager (Empuls),P1,ICP Persona Sequence,Empuls,1 emails,"1. Employee Recognition - Buyer: CHRO / CPO | Champion: VP HR / Head of Total Rewards | Influencer/User: HRBP, Comp & Benefits manager, people managers",P1_ABM_ICPSEQ-COMP-BENEFITS-MANAGE_GLOBAL_EMAIL-LI_abmteam_28AUG26,Comp & Benefits manager (Empuls) buyer segment (1 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'Comp & Benefits manager' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,31-Aug-2026,Mon,ABM Team,US,USA,Corporate comms manager (Empuls),P1,ICP Persona Sequence,Empuls,1 emails,"1. Social intranet & internal communications - Buyer: CPO / CHRO (or Head of Comms) | Champion: Head of Internal Communications | Influencer/User: Corporate comms manager, IT",P1_ABM_ICPSEQ-CORPORATE-COMMS-MANA_US_EMAIL-LI_abmteam_31AUG26,Corporate comms manager (Empuls) buyer segment (1 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'Corporate comms manager' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,31-Aug-2026,Mon,ABM Team,ROW,India,Corporate comms manager (Empuls),P1,ICP Persona Sequence,Empuls,1 emails,"1. Social intranet & internal communications - Buyer: CPO / CHRO (or Head of Comms) | Champion: Head of Internal Communications | Influencer/User: Corporate comms manager, IT",P1_ABM_ICPSEQ-CORPORATE-COMMS-MANA_ROW_EMAIL-LI_abmteam_31AUG26,Corporate comms manager (Empuls) buyer segment (1 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'Corporate comms manager' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,31-Aug-2026,Mon,ABM Team,Global,Europe,Corporate comms manager (Empuls),P1,ICP Persona Sequence,Empuls,1 emails,"1. Social intranet & internal communications - Buyer: CPO / CHRO (or Head of Comms) | Champion: Head of Internal Communications | Influencer/User: Corporate comms manager, IT",P1_ABM_ICPSEQ-CORPORATE-COMMS-MANA_GLOBAL_EMAIL-LI_abmteam_31AUG26,Corporate comms manager (Empuls) buyer segment (1 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'Corporate comms manager' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,01-Sep-2026,Tue,ABM Team,US,USA,EX lead (Empuls),P1,ICP Persona Sequence,Empuls,1 emails,"1. Surveys, feedback, eNPS, moodometer, conversational agent - Buyer: CHRO | Champion: People Analytics / EX lead | Influencer/User: HRBP, engagement team",P1_ABM_ICPSEQ-EX-LEAD-EMPULS_US_EMAIL-LI_abmteam_01SEP26,EX lead (Empuls) buyer segment (1 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'EX lead' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,01-Sep-2026,Tue,ABM Team,ROW,"India, Middle East",EX lead (Empuls),P1,ICP Persona Sequence,Empuls,1 emails,"1. Surveys, feedback, eNPS, moodometer, conversational agent - Buyer: CHRO | Champion: People Analytics / EX lead | Influencer/User: HRBP, engagement team",P1_ABM_ICPSEQ-EX-LEAD-EMPULS_ROW_EMAIL-LI_abmteam_01SEP26,EX lead (Empuls) buyer segment (1 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'EX lead' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,01-Sep-2026,Tue,ABM Team,Global,Europe,EX lead (Empuls),P1,ICP Persona Sequence,Empuls,1 emails,"1. Surveys, feedback, eNPS, moodometer, conversational agent - Buyer: CHRO | Champion: People Analytics / EX lead | Influencer/User: HRBP, engagement team",P1_ABM_ICPSEQ-EX-LEAD-EMPULS_GLOBAL_EMAIL-LI_abmteam_01SEP26,EX lead (Empuls) buyer segment (1 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'EX lead' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,02-Sep-2026,Wed,ABM Team,US,USA,Experience head (Empuls),P1,ICP Persona Sequence,Empuls,1 emails,"1. Fitness challenges / stepathons - Buyer: CHRO / Head of Wellbeing | Champion: Engagement / Experience head | Influencer/User: HRBP, HR manager",P1_ABM_ICPSEQ-EXPERIENCE-HEAD-EMPU_US_EMAIL-LI_abmteam_02SEP26,Experience head (Empuls) buyer segment (1 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'Experience head' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,02-Sep-2026,Wed,ABM Team,ROW,"India, Middle East",Experience head (Empuls),P1,ICP Persona Sequence,Empuls,1 emails,"1. Fitness challenges / stepathons - Buyer: CHRO / Head of Wellbeing | Champion: Engagement / Experience head | Influencer/User: HRBP, HR manager",P1_ABM_ICPSEQ-EXPERIENCE-HEAD-EMPU_ROW_EMAIL-LI_abmteam_02SEP26,Experience head (Empuls) buyer segment (1 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'Experience head' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,02-Sep-2026,Wed,ABM Team,Global,Europe,Experience head (Empuls),P1,ICP Persona Sequence,Empuls,1 emails,"1. Fitness challenges / stepathons - Buyer: CHRO / Head of Wellbeing | Champion: Engagement / Experience head | Influencer/User: HRBP, HR manager",P1_ABM_ICPSEQ-EXPERIENCE-HEAD-EMPU_GLOBAL_EMAIL-LI_abmteam_02SEP26,Experience head (Empuls) buyer segment (1 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'Experience head' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,03-Sep-2026,Thu,ABM Team,ROW,India,Finance Head (Empuls),P1,ICP Persona Sequence,Empuls,1 emails,"1. Tax benefits and India flexi-benefits - Buyer: CFO / Finance Head | Champion: Payroll Head / HR Ops | Influencer/User: Comp & benefits, payroll team",P1_ABM_ICPSEQ-FINANCE-HEAD-EMPULS_ROW_EMAIL-LI_abmteam_03SEP26,Finance Head (Empuls) buyer segment (1 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'Finance Head' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,04-Sep-2026,Fri,ABM Team,US,USA,HR Director (Empuls),P1,ICP Persona Sequence,Empuls,1 emails,"1. Frontline / deskless workforce - Buyer: COO / Operations Head (CHRO co-sign) | Champion: VP People / People Ops | Influencer/User: HR Director, engagement lead, site/field managers",P1_ABM_ICPSEQ-HR-DIRECTOR-EMPULS_US_EMAIL-LI_abmteam_04SEP26,HR Director (Empuls) buyer segment (1 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'HR Director' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,04-Sep-2026,Fri,ABM Team,ROW,"India, Middle East, SEA, Africa",HR Director (Empuls),P1,ICP Persona Sequence,Empuls,1 emails,"1. Frontline / deskless workforce - Buyer: COO / Operations Head (CHRO co-sign) | Champion: VP People / People Ops | Influencer/User: HR Director, engagement lead, site/field managers",P1_ABM_ICPSEQ-HR-DIRECTOR-EMPULS_ROW_EMAIL-LI_abmteam_04SEP26,HR Director (Empuls) buyer segment (1 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'HR Director' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,04-Sep-2026,Fri,ABM Team,Global,Europe + rest of world,HR Director (Empuls),P1,ICP Persona Sequence,Empuls,1 emails,"1. Frontline / deskless workforce - Buyer: COO / Operations Head (CHRO co-sign) | Champion: VP People / People Ops | Influencer/User: HR Director, engagement lead, site/field managers",P1_ABM_ICPSEQ-HR-DIRECTOR-EMPULS_GLOBAL_EMAIL-LI_abmteam_04SEP26,HR Director (Empuls) buyer segment (1 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'HR Director' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,07-Sep-2026,Mon,ABM Team,US,USA,HR Head (Empuls),P1,ICP Persona Sequence,Empuls,1 emails,"1. Total Rewards Strategy - Buyer: CHRO / CPO | Champion: Head of Total Rewards / Comp & Benefits | Influencer/User: VP HR, HR Head",P1_ABM_ICPSEQ-HR-HEAD-EMPULS_US_EMAIL-LI_abmteam_07SEP26,HR Head (Empuls) buyer segment (1 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'HR Head' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,07-Sep-2026,Mon,ABM Team,ROW,"India, Middle East",HR Head (Empuls),P1,ICP Persona Sequence,Empuls,1 emails,"1. Total Rewards Strategy - Buyer: CHRO / CPO | Champion: Head of Total Rewards / Comp & Benefits | Influencer/User: VP HR, HR Head",P1_ABM_ICPSEQ-HR-HEAD-EMPULS_ROW_EMAIL-LI_abmteam_07SEP26,HR Head (Empuls) buyer segment (1 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'HR Head' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,07-Sep-2026,Mon,ABM Team,Global,Europe,HR Head (Empuls),P1,ICP Persona Sequence,Empuls,1 emails,"1. Total Rewards Strategy - Buyer: CHRO / CPO | Champion: Head of Total Rewards / Comp & Benefits | Influencer/User: VP HR, HR Head",P1_ABM_ICPSEQ-HR-HEAD-EMPULS_GLOBAL_EMAIL-LI_abmteam_07SEP26,HR Head (Empuls) buyer segment (1 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'HR Head' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,08-Sep-2026,Tue,ABM Team,US,USA,HR Ops lead (Empuls),P1,ICP Persona Sequence,Empuls,1 emails,"1. Service milestone & anniversary rewards - Buyer: CHRO / Head of Total Rewards | Champion: HR Ops lead | Influencer/User: Procurement head, HR admin / manager",P1_ABM_ICPSEQ-HR-OPS-LEAD-EMPULS_US_EMAIL-LI_abmteam_08SEP26,HR Ops lead (Empuls) buyer segment (1 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'HR Ops lead' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,08-Sep-2026,Tue,ABM Team,ROW,India,HR Ops lead (Empuls),P1,ICP Persona Sequence,Empuls,1 emails,"1. Service milestone & anniversary rewards - Buyer: CHRO / Head of Total Rewards | Champion: HR Ops lead | Influencer/User: Procurement head, HR admin / manager",P1_ABM_ICPSEQ-HR-OPS-LEAD-EMPULS_ROW_EMAIL-LI_abmteam_08SEP26,HR Ops lead (Empuls) buyer segment (1 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'HR Ops lead' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,08-Sep-2026,Tue,ABM Team,Global,Europe,HR Ops lead (Empuls),P1,ICP Persona Sequence,Empuls,1 emails,"1. Service milestone & anniversary rewards - Buyer: CHRO / Head of Total Rewards | Champion: HR Ops lead | Influencer/User: Procurement head, HR admin / manager",P1_ABM_ICPSEQ-HR-OPS-LEAD-EMPULS_GLOBAL_EMAIL-LI_abmteam_08SEP26,HR Ops lead (Empuls) buyer segment (1 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'HR Ops lead' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,09-Sep-2026,Wed,ABM Team,US,USA,Head of Employee Experience (Empuls),P1,ICP Persona Sequence,Empuls,1 emails,"1. Employee engagement, experience & culture - Buyer: CHRO / CPO | Champion: Head of Employee Experience / People & Culture | Influencer/User: HRBP, engagement managers",P1_ABM_ICPSEQ-HEAD-OF-EMPLOYEE-EXP_US_EMAIL-LI_abmteam_09SEP26,Head of Employee Experience (Empuls) buyer segment (1 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'Head of Employee Experience' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
,09-Sep-2026,Wed,ABM Team,ROW,"India, Middle East",Head of Employee Experience (Empuls),P1,ICP Persona Sequence,Empuls,1 emails,"1. Employee engagement, experience & culture - Buyer: CHRO / CPO | Champion: Head of Employee Experience / People & Culture | Influencer/User: HRBP, engagement managers",P1_ABM_ICPSEQ-HEAD-OF-EMPLOYEE-EXP_ROW_EMAIL-LI_abmteam_09SEP26,Head of Employee Experience (Empuls) buyer segment (1 use cases spanning Empuls),Planned,,,"Job-title cluster - every use case mentioning 'Head of Employee Experience' anywhere in Buyer/Champion/Influencer is included, even if this title appears only once overall. Only use cases whose Target Geographies name this region are listed here (0 of 1 excluded as not applicable to this region). Needs account list built + Apollo enrichment before send."
